Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
W_I11,2002,Single year,1665,1585.024823,1744.975177,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2003,Single year,1769,1686.564931,1851.435069,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2004,Single year,1683,1602.593687,1763.406313,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2005,Single year,1678,1597.713215,1758.286785,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2006,Single year,1699,1618.212386,1779.787614,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2007,Single year,1791,1708.053917,1873.946083,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2008,Single year,1868,1783.28964,1952.71036,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2009,Single year,1876,1791.108441,1960.891559,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2010,Single year,1890,1804.79227,1975.20773,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2011,Single year,1957,1870.295128,2043.704872,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2012,Single year,1844,1759.835577,1928.164423,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2013,Single year,1712,1630.9039,1793.0961,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2014,Single year,1804,1720.753428,1887.246572,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2015,Single year,1847,1762.767142,1931.232858,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2016,Single year,1914,1828.252976,1999.747024,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2017,Single year,2103,2013.119035,2192.880965,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2018,Single year,2152,2061.077949,2242.922051,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2019,Single year,2323,2228.534616,2417.465384,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I12,2000,Single year,41.26229894,39.22643556,43.29816232,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2001,Single year,41.90725372,39.86529634,43.9492111,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2002,Single year,42.22340128,40.19494115,44.25186142,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2003,Single year,43.92084813,41.87414481,45.96755144,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2004,Single year,41.03885726,39.07800266,42.99971186,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2005,Single year,40.21128708,38.28653457,42.13603958,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2006,Single year,39.92985166,38.02913603,41.83056728,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2007,Single year,41.54325691,39.61536869,43.47114513,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2008,Single year,42.59396388,40.65635746,44.5315703,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2009,Single year,42.31500555,40.39094467,44.23906644,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2010,Single year,41.48374962,39.60233968,43.36515956,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2011,Single year,42.71984758,40.81288905,44.62680611,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2012,Single year,39.6869715,37.85883384,41.51510917,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2013,Single year,36.23128111,34.4953883,37.96717392,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2014,Single year,37.0181064,35.28700858,38.74920423,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2015,Single year,37.14379247,35.42635964,38.86122531,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2016,Single year,37.63514659,35.92281224,39.34748094,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2017,Single year,40.31014361,38.5602446,42.06004262,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2018,Single year,40.38808563,38.65414852,42.12202273,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2019,Single year,42.639713,40.87645059,44.40297542,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_D11,2000,Single year,111,90.35049809,131.6495019,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2001,Single year,93,74.09879183,111.9012082,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2002,Single year,120,98.52967028,141.4703297,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2003,Single year,108,87.63145679,128.3685432,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2004,Single year,101,81.30260573,120.6973943,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2005,Single year,100,80.40036015,119.5996398,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2006,Single year,76,58.91343012,93.08656988,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2007,Single year,80,62.46954919,97.53045081,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2008,Single year,104,84.01221079,123.9877892,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2009,Single year,105,84.91634555,125.0836545,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2010,Single year,73,56.25406038,89.74593962,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2011,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2012,Single year,77,59.80138584,94.19861416,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2013,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2014,Single year,74,57.13975229,90.86024771,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2015,Single year,90,71.40614903,108.593851,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2016,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2017,Single year,112,91.25769087,132.7423091,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2018,Single year,83,65.1438783,100.8561217,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2019,Single year,97,77.69659342,116.3034066,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2000,Single year,2.888350308,2.350103948,3.426596668,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2001,Single year,2.389646007,1.903703178,2.875588836,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2002,Single year,3.034494572,2.491486066,3.577503078,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2003,Single year,2.68143109,2.175719562,3.187142618,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2004,Single year,2.467917235,1.986558382,2.949276089,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2005,Single year,2.404111671,1.932721823,2.875501519,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2006,Single year,1.799636615,1.394641439,2.20463179,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2007,Single year,1.877563229,1.465457081,2.289669377,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2008,Single year,2.424125773,1.956779835,2.89147171,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2009,Single year,2.412165086,1.948741205,2.875588967,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2010,Single year,1.65726939,1.275997884,2.038540895,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2011,Single year,2.242357825,1.79824508,2.68647057,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2012,Single year,1.737326362,1.346770201,2.127882522,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2013,Single year,2.234065736,1.790864996,2.677266475,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2014,Single year,1.628555633,1.254026492,2.003084774,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2015,Single year,1.897434969,1.50063339,2.294236548,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2016,Single year,2.085200691,1.669589181,2.500812201,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2017,Single year,2.241228443,1.819979268,2.662477618,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2018,Single year,1.641101752,1.283338487,1.998865017,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2019,Single year,1.884730359,1.50405744,2.265403278,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_M11,2000,Single year,441,399.8407563,482.1592437,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2001,Single year,440,398.8874486,481.1125514,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2002,Single year,422,381.7371682,462.2628318,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2003,Single year,465,422.7356137,507.2643863,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2004,Single year,437,396.0278448,477.9721552,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2005,Single year,405,365.5564857,444.4435143,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2006,Single year,391,352.2442211,429.7557789,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2007,Single year,427,386.4993467,467.5006533,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2008,Single year,365,327.5549407,402.4450593,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2009,Single year,394,355.0958257,432.9041743,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2010,Single year,384,345.5927066,422.4072934,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2011,Single year,291,257.565519,324.434481,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2012,Single year,319,283.9939239,354.0060761,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2013,Single year,254,222.7633142,285.2366858,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2014,Single year,288,254.7383082,321.2616918,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2015,Single year,320,284.9390984,355.0609016,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2016,Single year,324,288.7206483,359.2793517,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2017,Single year,389,350.3434678,427.6565322,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2018,Single year,378,339.8939449,416.1060551,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2019,Single year,368,330.4013718,405.5986282,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2000,Single year,11.47574882,10.40310721,12.54839044,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2001,Single year,11.38469016,10.32024178,12.44913853,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2002,Single year,10.71027889,9.688232108,11.73232568,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2003,Single year,11.54505053,10.49570757,12.59439348,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2004,Single year,10.65735199,9.658043314,11.65666067,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2005,Single year,9.732798532,8.784609514,10.68098755,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2006,Single year,9.261702925,8.342809381,10.18059647,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2007,Single year,10.06639836,9.110050908,11.02274582,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2008,Single year,8.491747299,7.61826508,9.365229517,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2009,Single year,9.10811014,8.205088723,10.01113156,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2010,Single year,8.638916546,7.771099027,9.506734065,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2011,Single year,6.504303953,5.752899984,7.255707921,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2012,Single year,7.160245595,6.368868309,7.951622881,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2013,Single year,5.525910849,4.840738077,6.211083621,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2014,Single year,6.175963228,5.454711114,6.897215342,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2015,Single year,6.686504045,5.945637377,7.427370714,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2016,Single year,6.752456923,6.008402614,7.496511232,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2017,Single year,7.717942978,6.941277817,8.494608139,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2018,Single year,7.43245948,6.672661409,8.19225755,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2019,Single year,7.166719674,6.423117616,7.910321733,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_S11,2000,Single year,459,417.0091724,500.9908276,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2001,Single year,508,463.8246553,552.1753447,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2002,Single year,470,427.5089934,512.4910066,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2003,Single year,522,477.220077,566.779923,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2004,Single year,493,449.4817372,536.5182628,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2005,Single year,515,470.5213389,559.4786611,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2006,Single year,524,479.1343737,568.8656263,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2007,Single year,495,451.3935542,538.6064458,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2008,Single year,518,473.3919775,562.6080225,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2009,Single year,512,467.6510776,556.3489224,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2010,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2011,Single year,494,450.4376234,537.5623766,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2012,Single year,550,504.0347702,595.9652298,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2013,Single year,513,468.6077893,557.3922107,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2014,Single year,510,465.7377814,554.2622186,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2015,Single year,530,484.8782406,575.1217594,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2016,Single year,563,516.4947173,609.5052827,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2017,Single year,605,556.7912603,653.2087397,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2018,Single year,621,572.1579492,669.8420508,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2019,Single year,675,624.078642,725.921358,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2000,Single year,11.88298653,10.79389905,12.97207401,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2001,Single year,13.13559656,11.99249494,14.27869818,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2002,Single year,11.93101463,10.85215872,13.00987054,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2003,Single year,12.96025027,11.8484514,14.07204913,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2004,Single year,12.02874364,10.96682656,13.09066071,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2005,Single year,12.38949943,11.31900373,13.45999513,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2006,Single year,12.43215097,11.36664047,13.49766146,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2007,Single year,11.68352514,10.65237686,12.71467342,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2008,Single year,12.05386252,11.01294475,13.09478029,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2009,Single year,11.86517761,10.83328425,12.89707096,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2010,Single year,12.23713375,11.19407122,13.28019628,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2011,Single year,11.18511012,10.19307522,12.17714502,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2012,Single year,12.52969188,11.47593065,13.58345311,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2013,Single year,11.46207077,10.46135689,12.46278465,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2014,Single year,11.20572016,10.22259528,12.18884505,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2015,Single year,11.36482471,10.3862181,12.34343131,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2016,Single year,11.71053684,10.73145535,12.68961833,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2017,Single year,12.32718902,11.33256463,13.32181341,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2018,Single year,12.3562175,11.37112371,13.34131129,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2019,Single year,13.31318841,12.29555875,14.33081807,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_D13,2000,Single year,100,80.40036015,119.5996398,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2001,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2002,Single year,112,91.25769087,132.7423091,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2003,Single year,96,76.79635329,115.2036467,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2004,Single year,89,70.50973675,107.4902632,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2005,Single year,83,65.1438783,100.8561217,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2006,Single year,70,53.60176481,86.39823519,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2007,Single year,88,69.61390808,106.3860919,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2008,Single year,95,75.89663412,114.1033659,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2009,Single year,89,70.50973675,107.4902632,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2010,Single year,65,49.19826518,80.80173482,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2011,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2012,Single year,75,58.02621399,91.97378601,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2013,Single year,77,59.80138584,94.19861416,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2014,Single year,70,53.60176481,86.39823519,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2015,Single year,85,66.93002491,103.0699751,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2016,Single year,84,66.03663336,101.9633666,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2017,Single year,87,68.71867299,105.281327,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2018,Single year,66,50.07717732,81.92282268,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2019,Single year,79,61.57945905,96.42054095,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2020,Single year,84,66.03663336,101.9633666,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2021,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2022,Single year,94,74.99744414,113.0025559,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2000,Single year,2.599735122,2.089174512,3.110295732,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2001,Single year,2.336134323,1.855890411,2.816378236,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2002,Single year,2.832159835,2.307561242,3.356758427,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2003,Single year,2.383494302,1.906704901,2.860283703,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2004,Single year,2.17442713,1.722626674,2.626227586,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2005,Single year,1.995488162,1.56598811,2.424988214,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2006,Single year,1.649039938,1.262345005,2.035734871,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2007,Single year,2.053115224,1.623537875,2.482692573,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2008,Single year,2.193124461,1.750826471,2.635422452,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2009,Single year,2.02112938,1.599386751,2.442872008,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2010,Single year,1.467680749,1.109706712,1.825654786,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2011,Single year,2.070463743,1.642789789,2.498137696,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2012,Single year,1.707552721,1.318612601,2.096492841,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2013,Single year,1.744854094,1.352127839,2.13758035,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2014,Single year,1.537351512,1.173870297,1.900832727,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2015,Single year,1.786181296,1.401361617,2.171000975,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2016,Single year,1.775086522,1.390926955,2.159246089,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2017,Single year,1.765776475,1.389540221,2.142012729,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2018,Single year,1.298328198,0.980555661,1.616100734,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2019,Single year,1.52912057,1.186794587,1.871446553,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2020,Single year,1.651812516,1.293294058,2.010330974,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2021,Single year,1.694405647,1.339603043,2.04920825,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2022,Single year,1.723249612,1.366655989,2.079843236,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_S13,2009,Single year,521,476.2629902,565.7370098,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
